"H0004900","H0005001","R0000100","R0009600","R0173600","R0214800","T1298000","T1298100","T1298200","T1298300","T1298400","T2056800","T2056900","T2057000","T2057700","T2057800","T2209900","T2210000","T2210800","T2212300","T2217800","T2326500","T2326600","T2326700","T2326800","T2326900","T3027200","T3027300","T3027400","T3028100","T3028200","T3107700","T3107800","T3110200","T3115800","T3308700","T3308800","T3308900","T3309000","T3309100","T3958000","T3958100","T3958200","T3958900","T3959000","T4112200","T4112300","T4114700","T4120300","T4282800","T4282900","T4283000","T4283100","T4283200","T4895700","T4895800","T4895900","T4896600","T4896700","T5022500","T5022600","T5026000","T5031500","T5256900","T5257000","T5257100","T5257200","T5257300","T5599700","T5599800","T5599900","T5600600","T5600700","T5770700","T5770800","T5774100","T5779700","T8428300","T8428400","T8428500","T8428600","T8428700","T8624900","T8625300","T8625400","T8787800","T8787900","T8790500","T8796100","T8982400","T8982500","T8982600","T8982700","T8982800","T9183100","T9183800","T9183900","T9299600","T9299700","T9302300","T9307900"
0,-4,4033,11,5,2,5800,-4,-4,-4,-4,4,1,1,2,2,4,-2,49,2,2,2320,-4,-4,-4,-4,4,1,1,0,2,4,-1,2,2,2320,-4,-4,-4,-4,4,1,1,0,2,4,-2,2,2,2320,-4,-4,-4,-4,4,1,1,1,2,4,-2,2,2,2320,-4,-4,-4,-4,4,1,1,0,2,4,-1,2,2,2320,-4,-4,-4,-4,-4,0,2,4,-3,2,2,2320,-4,-4,-4,-4,4,0,2,4,-3,2,2
0,-4,4034,11,5,2,-4,-4,-4,-4,-4,1,1,1,1,2,2,56400,48,2,0,-4,-4,-4,-4,-4,1,1,3,4,2,2,59000,2,0,-4,-4,-4,-4,-4,1,4,4,5,2,2,59200,2,0,-4,-4,-4,-4,-4,1,5,3,1,1,2,65100,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4035,3,5,2,4700,-4,-4,-4,-4,1,3,5,21,2,4,107000,47,2,2,4700,-4,-4,-4,-4,1,3,5,21,2,4,104300,2,2,4700,-4,-4,-4,-4,1,2,3,1,1,6,107000,2,2,4700,-4,-4,-4,-4,1,2,4,0,1,6,115400,2,2,4700,-4,-4,-4,-4,1,2,2,1,2,5,32000,2,2,5000,4700,-4,-4,-4,-4,-4,-4,3,106000,2,0,5000,-4,-4,-4,-4,1,0,2,2,65000,2,0
0,-4,4036,3,1,1,8930,8230,-4,-4,-4,4,4,4,7,2,2,77000,43,2,0,8930,-4,-4,-4,-4,2,5,5,20,2,3,55725,2,0,8930,8930,-4,-4,-4,4,5,4,6,1,4,71000,2,0,8930,-4,-4,-4,-4,2,4,4,42,2,2,68600,2,0,8930,-4,-4,-4,-4,4,5,5,8,1,5,82000,2,1,8930,-4,-4,-4,-4,-4,-4,-4,5,87600,2,1,8930,-4,-4,-4,-4,4,8,1,2,72000,2,0
0,-4,4037,3,5,2,-4,-4,-4,-4,-4,2,1,1,14,2,3,40000,44,2,1,-4,-4,-4,-4,-4,3,1,1,1,1,3,30000,2,1,-4,-4,-4,-4,-4,4,1,1,3,1,3,17760,2,1,4230,-4,-4,-4,-4,1,1,1,1,1,2,0,2,1,4230,-4,-4,-4,-4,4,4,2,2,1,2,26328,2,1,5240,-4,-4,-4,-4,-4,-4,-4,1,2328,2,0,-4,-4,-4,-4,-4,4,7,2,5,52840,3,1
-4,-4,4038,3,5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5700,5860,-4,-4,-4,1,2,2,0,2,1,19000,3,0,5700,-4,-4,-4,-4,1,2,1,0,2,1,24000,2,0,5700,5700,-4,-4,-4,1,3,2,0,2,1,20000,2,0,5700,-4,-4,-4,-4,1,3,3,0,2,1,33000,2,0,5700,5700,-4,-4,-4,-4,0,2,2,80000,2,0,730,-4,-4,-4,-4,1,0,2,2,98800,2,0
0,-4,4039,29,5,2,3650,-4,-4,-4,-4,1,1,2,0,2,3,-1,49,2,0,3650,-4,-4,-4,-4,1,1,1,0,2,3,-1,2,0,3650,-4,3650,-4,-4,1,1,1,0,2,1,13203,2,0,3650,-4,-4,-4,-4,1,1,1,0,2,1,12000,2,0,3650,-4,-4,-4,-4,1,1,1,0,2,1,12000,2,0,4720,4810,4050,8960,-4,-4,0,2,1,26000,3,0,4760,7700,5240,-4,-4,4,0,2,1,-3,3,0
0,-4,4040,9,5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4041,3,5,2,4700,-4,-4,-4,-4,1,1,3,0,1,3,42990,50,2,0,4700,-4,-4,-4,-4,3,2,4,0,2,3,63900,2,0,4700,-4,-4,-4,-4,1,2,3,0,2,3,58732,2,0,4740,-4,-4,-4,-4,1,2,2,0,1,3,63800,2,0,4700,-4,-4,-4,-4,1,1,2,0,2,3,64000,2,0,620,-4,-4,-4,-4,-4,0,2,1,60000,2,0,130,-4,-4,-4,-4,1,0,2,1,55000,2,0
0,-4,4042,6,2,1,8740,220,-4,-4,-4,4,5,5,5,2,4,83332,48,2,2,8740,-4,-4,-4,-4,3,5,5,21,2,4,86000,4,2,8740,-4,-4,-4,-4,4,5,5,5,2,4,95000,2,2,8740,-4,-4,-4,-4,2,5,5,7,2,4,131500,2,2,8740,-4,-4,-4,-4,3,5,5,5,2,4,138600,2,2,140,-4,-4,-4,-4,-4,1,2,3,131600,2,1,430,-4,-4,-4,-4,4,7,2,3,142000,2,1
0,-4,4043,6,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10,120,-4,-4,-4,1,2,2,0,2,3,497763,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,4044,6,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4045,9,6,2,4340,-4,-4,-4,-4,1,1,1,0,1,2,40000,46,2,1,4340,-4,-4,-4,-4,1,1,1,1,2,2,42000,2,1,4340,4340,-4,-4,-4,3,1,1,0,1,1,-2,2,0,4340,-4,-4,-4,-4,1,1,1,0,2,1,34000,2,0,4350,4340,-4,-4,-4,1,1,1,0,2,1,32000,3,0,4710,-4,-4,-4,-4,-4,0,2,1,34000,2,0,4350,4710,-4,-4,-4,1,0,2,1,36500,3,0
0,-4,4046,9,2,1,4760,-4,-4,-4,-4,3,3,3,0,2,1,16528,48,3,0,7340,-4,-4,-4,-4,3,4,4,0,2,1,17536,2,0,7340,-4,-4,-4,-4,2,1,1,0,2,1,15168,2,0,-4,-4,-4,-4,-4,3,2,2,2,2,1,16176,2,0,-4,-4,-4,-4,-4,2,3,3,1,1,3,16800,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4047,3,2,1,-4,-4,-4,-4,-4,2,5,5,7,2,4,24000,45,2,2,-4,-4,-4,-4,-4,1,5,5,10,1,3,27800,2,1,-4,-4,-4,-4,-4,2,3,5,3,1,4,35000,2,2,-4,-4,-4,-4,-4,3,5,5,0,2,4,45738,2,2,-4,-4,-4,-4,-4,3,5,5,3,2,3,15804,2,1,-4,-4,-4,-4,-4,4,-4,-4,3,23880,2,1,-4,-4,-4,-4,-4,4,28,2,3,26440,2,1
1,1995,4048,22,1,1,4760,-4,-4,-4,-4,1,1,1,0,1,4,108000,48,2,2,4760,-4,-4,-4,-4,1,2,2,0,2,4,33785,4,2,4760,-4,-4,-4,-4,1,1,1,0,2,3,18000,2,1,4760,-4,-4,-4,-4,1,2,1,1,2,5,29390,3,3,4960,-4,-4,-4,-4,1,1,1,0,2,4,24000,2,2,4960,-4,-4,-4,-4,-4,0,1,4,26200,2,2,-4,-4,-4,-4,-4,1,0,2,4,28848,2,2
0,-4,4049,22,5,2,4710,-4,-4,-4,-4,3,1,4,0,2,4,138000,47,2,2,4700,-4,-4,-4,-4,1,1,1,0,2,4,80000,2,2,120,50,-4,-4,-4,1,1,4,0,2,2,76000,2,1,120,-4,-4,-4,-4,1,2,2,0,2,2,65000,2,1,120,-4,-4,-4,-4,4,2,2,0,2,4,75000,2,1,120,-4,-4,-4,-4,-4,0,2,2,80000,2,1,120,-4,-4,-4,-4,4,0,2,1,86000,2,0
1,1984,4050,9,5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,730,2140,1300,-4,-4,3,2,2,3,2,3,-1,2,1,3730,-4,-4,-4,-4,-4,2,2,3,-3,2,1,3730,-4,-4,-4,-4,1,1,1,2,-3,3,0
1,1990,4051,11,5,2,310,4760,-4,-4,-4,4,3,4,0,1,4,78307,44,3,2,310,-4,-4,-4,-4,3,2,2,0,2,3,73300,2,1,310,-4,-4,-4,-4,3,3,3,0,2,3,71806,2,1,5700,-4,-4,-4,-4,3,3,3,0,2,2,31800,2,0,4010,-4,-4,-4,-4,1,2,2,0,1,5,47000,2,1,5120,-4,-4,-4,-4,-4,0,2,4,58000,2,1,6430,5120,-4,-4,-4,4,0,2,4,28000,2,1
0,-4,4052,3,1,1,7120,-4,4760,-4,-4,1,5,5,10,2,1,72000,44,2,0,4850,4760,-4,-4,-4,1,5,5,2,2,1,-2,2,0,4850,-4,-4,-4,-4,4,5,5,1,2,1,33646,2,0,4850,-4,-4,-4,-4,1,3,4,3,2,1,-1,2,0,4850,-4,-4,-4,-4,1,2,2,4,2,1,-1,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4053,6,5,2,3130,3130,9990,-4,-4,1,1,1,0,2,2,-1,48,2,0,3130,-4,-4,-4,-4,1,1,1,0,2,2,233400,2,0,3130,-4,-4,-4,-4,1,1,1,0,2,2,268000,2,0,3130,3130,-4,-4,-4,3,1,1,0,2,2,-2,2,0,3130,-4,-4,-4,-4,1,1,1,0,2,3,200100,2,0,3130,-4,-4,-4,-4,-4,0,2,3,199000,2,0,3130,-4,-4,-4,-4,1,0,2,3,-3,2,0
0,-4,4054,3,5,2,3130,-4,-4,-4,-4,1,1,2,7,2,1,59000,47,2,0,3130,-4,-4,-4,-4,1,1,1,0,2,1,68000,2,0,3600,-4,-4,-4,-4,1,1,1,0,2,1,63000,2,0,3600,-4,-4,-4,-4,3,2,2,0,1,2,-1,2,0,3600,-4,-4,-4,-4,1,1,3,0,2,1,65000,2,0,3130,-4,-4,-4,-4,-4,0,2,1,68000,2,0,3130,-4,-4,-4,-4,1,0,2,1,70400,2,0
0,-4,4055,24,1,1,1530,-4,-4,-4,-4,1,4,4,0,1,4,145000,43,2,2,1530,-4,-4,-4,-4,1,3,4,1,2,4,440692,2,2,1530,-4,-4,-4,-4,3,4,4,0,2,4,497763,2,2,1530,-4,-4,-4,-4,3,4,4,0,2,4,595986,2,2,1530,-4,-4,-4,-4,1,3,4,0,2,4,922631,2,2,1530,-4,-4,-4,-4,-4,0,2,2,803437,2,0,1360,-4,-4,-4,-4,3,0,2,2,773981,2,0
0,-4,4056,3,1,1,7700,-4,-4,-4,-4,3,3,3,2,2,2,80000,47,2,0,7700,-4,-4,-4,-4,1,3,3,0,1,2,101000,2,0,7700,-4,-4,-4,-4,4,3,3,0,2,2,105000,2,0,7700,-4,-4,-4,-4,1,2,2,0,2,2,102000,2,0,7700,-4,-4,-4,-4,3,3,2,0,2,2,135000,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5240,7700,-4,-4,-4,4,0,2,2,77600,2,0
0,-4,4057,28,5,2,2310,-4,-4,-4,-4,1,3,4,1,2,5,105000,44,2,3,2310,-4,-4,-4,-4,1,3,3,2,2,5,-2,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4058,3,1,1,4850,2750,4850,-4,-4,1,2,2,1,2,4,230100,44,2,2,950,4850,-4,-4,-4,1,3,2,0,2,4,201075,2,2,4710,-4,-4,-4,-4,1,2,1,0,2,4,213050,2,2,430,-4,-4,-4,-4,1,1,1,0,2,4,230000,2,2,500,-4,-4,-4,-4,1,1,1,0,2,2,232000,2,0,10,-4,-4,-4,-4,-4,0,2,5,263000,2,1,430,5240,-4,-4,-4,1,0,2,5,238050,2,1
-4,-4,4059,6,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,800,800,800,-4,-4,-4,1,1,2,150500,2,0,800,800,-4,-4,-4,4,0,2,2,225000,2,0
0,-4,4060,6,5,2,4600,-4,-4,-4,-4,3,1,1,0,2,3,22000,50,3,0,4600,-4,-4,-4,-4,3,1,1,0,2,3,48000,3,0,4600,-4,-4,-4,-4,3,1,1,0,1,3,-2,3,0,4600,-4,-4,-4,-4,3,1,1,0,2,3,-1,3,0,4600,-4,-4,-4,-4,3,1,1,0,1,3,82000,3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4061,11,1,1,-4,-4,-4,-4,-4,3,3,5,2,2,4,-2,46,2,0,-4,-4,-4,-4,-4,3,1,5,4,1,2,-2,2,0,-4,-4,-4,-4,-4,2,3,3,2,2,2,-2,3,0,-4,-4,-4,-4,-4,4,3,5,1,1,1,15600,3,0,-4,-4,-4,-4,-4,3,3,2,6,2,1,15776,3,0,6260,-4,-4,-4,-4,-4,1,2,1,60000,3,0,6260,-4,-4,-4,-4,3,1,2,2,51600,3,0
0,-4,4062,11,1,1,6240,6240,-4,-4,-4,4,5,5,1,1,2,30000,44,3,1,6240,6240,-4,-4,-4,4,5,5,7,2,1,22500,3,0,6240,6240,-4,-4,-4,4,5,5,70,2,3,44000,3,1,6240,-4,-4,-4,-4,4,5,5,14,2,1,12000,2,0,6240,-4,-4,-4,-4,4,5,5,1,1,1,30000,2,0,6240,-4,-4,-4,-4,-4,1,1,1,10364,2,0,6240,-4,-4,-4,-4,4,28,2,1,20400,2,0
0,-4,4063,6,1,1,4220,-4,-4,-4,-4,4,2,2,0,1,1,36000,47,2,0,4220,-4,-4,-4,-4,4,1,1,0,2,1,37700,2,0,4220,-4,-4,-4,-4,4,1,1,0,2,1,40000,3,0,4220,-4,-4,-4,-4,4,1,1,0,1,1,48000,3,0,4220,-4,-4,-4,-4,4,1,1,0,2,1,36000,3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4064,3,1,1,7340,-4,-4,-4,-4,1,1,1,7,2,3,-2,43,2,0,7010,6510,-4,-4,-4,1,5,4,3,2,3,-2,4,0,8450,-4,-4,-4,-4,1,1,2,16,2,3,-2,2,0,8450,-4,-4,-4,-4,1,3,3,21,2,1,1200,2,0,8450,-4,-4,-4,-4,1,1,2,2,2,1,52600,2,0,8450,-4,-4,-4,-4,-4,7,2,1,67487,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4065,3,5,2,-4,-4,-4,-4,-4,1,2,4,0,1,4,130000,44,2,2,-4,-4,-4,-4,-4,1,2,3,0,2,4,100000,2,2,-4,-4,-4,-4,-4,4,2,3,1,2,4,100000,3,2,-4,-4,-4,-4,-4,1,1,2,0,1,3,104000,3,1,-4,-4,-4,-4,-4,1,2,1,0,2,4,120000,3,2,-4,-4,-4,-4,-4,-4,0,2,5,131400,2,3,-4,-4,-4,-4,-4,4,0,2,3,208500,2,1
0,-4,4066,25,5,2,-4,-4,-4,-4,-4,1,2,2,0,2,2,454737,50,2,0,-4,-4,-4,-4,-4,4,2,2,0,2,2,268000,2,0,-4,-4,-4,-4,-4,3,1,1,0,2,2,185000,2,0,-4,-4,-4,-4,-4,3,1,1,0,1,2,106676,2,0,-4,-4,-4,-4,-4,3,1,2,0,2,2,201419,2,0,-4,-4,-4,-4,-4,-4,0,1,2,111000,3,0,-4,-4,-4,-4,-4,4,0,2,2,122696,3,0
0,-4,4067,9,2,1,6660,-4,-4,-4,-4,4,5,4,7,2,4,62600,46,2,2,6200,-4,-4,-4,-4,4,5,4,2,1,4,49103,2,2,-4,-4,-4,-4,-4,4,4,4,1,1,4,24000,1,2,9130,-4,-4,-4,-4,4,3,4,7,2,4,25108,1,2,-4,-4,-4,-4,-4,4,3,3,2,1,3,35000,1,1,6350,-4,-4,-4,-4,-4,7,2,6,92715,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4068,9,2,1,7310,7310,-4,7310,6260,4,4,3,8,1,3,18000,45,2,1,-4,-4,-4,-4,-4,1,3,3,0,2,3,22777,1,1,6440,4220,-4,-4,-4,3,3,1,3,2,2,15760,1,0,-4,-4,-4,-4,-4,3,4,4,0,2,1,11855,2,0,7310,-4,-4,-4,-4,4,5,5,0,1,1,19800,2,0,7340,6230,7310,-4,-4,-4,0,2,1,8295,2,0,4220,-4,-4,-4,-4,4,6,2,1,11300,2,0
1,1998,4069,1,3,1,-4,-4,-4,-4,-4,4,3,4,6,2,4,13800,44,3,1,-4,-4,-4,-4,-4,3,4,4,4,2,3,13200,3,1,-4,-4,-4,-4,-4,3,4,5,4,2,4,0,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4070,1,3,1,-4,-4,-4,-4,-4,1,5,5,1,2,1,0,47,2,0,-4,-4,-4,-4,-4,1,0,0,1,2,1,0,4,0,-4,-4,-4,-4,-4,1,0,0,0,2,1,0,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,1,3,3,0,2,1,0,2,0,-4,-4,-4,-4,-4,-4,-4,-4,1,0,2,0,-4,-4,-4,-4,-4,1,4,2,1,2000,2,0
0,-4,4071,1,7,2,2340,-4,-4,-4,-4,1,3,3,2,1,2,59000,44,2,1,2340,-4,-4,-4,-4,1,1,1,2,1,2,32000,2,1,2340,-4,-4,-4,-4,1,3,3,2,2,2,233760,2,1,-4,-4,-4,-4,-4,1,4,4,2,2,2,-1,2,1,-4,-4,-4,-4,-4,-1,3,3,1,2,2,-2,2,1,-4,-4,-4,-4,-4,-4,3,2,2,60010,2,1,-4,-4,-4,-4,-4,1,2,2,2,-3,2,1
0,-4,4072,1,3,1,-4,-4,-4,-4,-4,4,4,4,35,2,2,0,46,2,0,-4,-4,-4,-4,-4,4,5,5,7,2,2,-2,2,0,-4,-4,-4,-4,-4,4,5,5,7,2,2,-2,3,0,-4,-4,-4,-4,-4,4,5,5,1,2,2,1440,2,0,-4,-4,-4,-4,-4,4,5,5,1,1,3,-2,2,0,-4,-4,-4,-4,-4,-4,0,2,3,-3,2,0,-4,-4,-4,-4,-4,2,3,2,3,-3,2,0
-4,-4,4073,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4074,3,5,2,-4,-4,-4,-4,-4,1,1,1,0,2,5,91000,44,2,3,-4,-4,-4,-4,-4,1,1,1,0,2,5,97000,2,3,2200,-4,-4,-4,-4,1,1,1,1,2,5,89664,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,4075,6,5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4076,3,1,1,860,1000,-4,-4,-4,3,1,1,0,2,2,291660,48,-3,0,860,-4,-4,-4,-4,3,2,1,0,2,2,141267,-4,0,1000,-4,-4,-4,-4,2,1,1,0,2,3,251500,-4,1,1100,-4,-4,-4,-4,3,1,1,0,2,3,154086,-4,1,110,-4,-4,-4,-4,3,1,1,0,2,3,-2,-4,1,110,1000,-4,-4,-4,-4,0,2,3,162200,-4,1,1100,110,-4,-4,-4,1,0,2,3,275000,-4,1
0,-4,4077,3,5,2,4510,4320,-4,-4,-4,4,2,3,14,2,3,35000,46,2,2,4510,4510,-4,-4,-4,1,2,5,0,1,4,30910,2,3,4510,-4,-4,-4,-4,1,2,2,2,2,4,26000,2,3,4510,-4,-4,-4,-4,4,3,2,14,2,3,30000,2,2,4510,-4,-4,-4,-4,4,3,3,1,2,3,30000,2,2,4510,-4,-4,-4,-4,-4,3,2,2,38000,2,1,4510,-4,-4,-4,-4,1,0,2,3,40000,2,1
0,-4,4078,3,6,2,3030,-4,-4,-4,-4,4,3,4,0,2,3,33700,43,2,1,3030,-4,-4,-4,-4,4,3,1,0,2,3,30360,2,1,3030,-4,-4,-4,-4,1,5,3,0,2,3,49000,2,1,230,-4,-4,-4,-4,1,2,3,2,1,3,50000,2,1,430,-4,-4,-4,-4,1,1,1,0,2,3,48000,2,1,430,-4,-4,-4,-4,-4,1,1,2,48646,2,0,-4,-4,-4,-4,-4,3,4,2,2,31960,2,0
0,-4,4079,-2,6,2,6010,-4,-4,-4,-4,1,1,1,1,2,4,60000,46,2,2,6010,-4,-4,-4,-4,1,1,1,0,2,4,60600,2,2,6010,-4,-4,-4,-4,1,1,1,0,2,4,-2,2,2,6010,-4,-4,-4,-4,1,1,1,0,2,4,84000,2,2,6010,-4,-4,-4,-4,1,1,1,0,2,3,100000,2,1,140,-4,-4,-4,-4,1,0,1,2,166600,2,0,140,-4,-4,-4,-4,1,0,2,2,158700,2,0
-4,-4,4080,3,5,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,0,45,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4081,29,1,1,7340,-4,-4,-4,-4,3,4,5,0,2,3,99000,43,4,1,7340,-4,-4,-4,-4,1,0,0,4,2,3,110200,4,1,7340,-4,-4,-4,-4,1,0,0,2,2,3,105140,2,1,7340,-4,-4,-4,-4,1,5,5,3,2,3,113000,2,1,7340,-4,-4,-4,-4,3,0,0,10,2,3,118000,2,1,7340,-4,-4,-4,-4,-4,3,2,3,130000,2,1,7340,-4,-4,-4,-4,4,3,2,3,150000,2,1
0,-4,4082,-2,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8710,-4,-4,-4,-4,3,5,5,6,1,3,25416,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,2,-4,-4,4,-3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4083,3,5,2,-4,-4,-4,-4,-4,1,3,1,3,1,1,1944,43,2,0,-4,-4,-4,-4,-4,1,3,3,3,1,1,2400,2,0,-4,-4,-4,-4,-4,1,5,5,1,1,1,2400,2,0,-4,-4,-4,-4,-4,1,5,5,2,2,1,2328,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4084,11,5,2,2310,-4,-4,-4,-4,1,2,4,0,2,4,107000,50,2,1,2310,-4,-4,-4,-4,1,3,3,1,2,2,-2,2,0,5700,2310,-4,-4,-4,3,2,2,0,1,3,80000,2,1,5700,-4,-4,-4,-4,4,2,2,4,2,4,-1,2,1,-4,-4,-4,-4,-4,1,2,2,0,2,4,-1,2,1,-4,-4,-4,-4,-4,-4,1,1,4,-3,2,1,-4,-4,-4,-4,-4,1,3,2,3,-3,2,1
