16 1 2 1982 2 27 0 2 3 0 3 7010 -4 -4 -4 -4 -4 -4 -4 -4 38750 2 3 0 2 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 2 3 0 -1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 1 3 0 0 4650 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
17 2 11 1981 2 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
18 1 2 1982 1 26 -3 3 3 0 7 -4 -4 -4 -4 -4 -4 -4 -4 -4 0 3 3 2 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 35000 3 3 1 3 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 28000 4 3 3 7 3500 3600 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
19 1 4 1984 1 -5 0 3 3 0 7 5620 -4 -4 -4 -4 -4 -4 -4 -4 45000 3 3 0 -1 9620 5620 -4 -4 -4 -4 -4 -4 -4 66000 3 3 0 7 9620 -4 -4 -4 -4 -4 -4 -4 -4 -4 -5 37500 3 3 0 7 4130 9620 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
20 1 12 1980 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 3 3 -4 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -3 3 3 1 3 4500 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
21 1 8 1982 2 26 0 2 3 -4 7 20 -4 -4 -4 -4 -4 -4 -4 -4 0 2 3 -4 7 -4 -4 -4 -4 -4 -4 -4 -4 -4 0 2 3 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 38000 4 3 2 4 5620 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
22 1 6 1982 2 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 75250 5 3 1 7 3730 -4 -4 -4 -4 -4 -4 -4 -4 65000 5 3 1 50 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 152000 1 3 0 7 3730 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
23 2 1 1983 2 25 -3 1 3 -4 7 5840 -4 -4 -4 -4 -4 -4 -4 -4 -3 1 3 -4 0 50 -4 -4 -4 -4 -4 -4 -4 -4 -3 1 3 -4 1 5840 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 2 3 1 1 530 5840 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
24 1 6 1984 2 24 7200 4 3 0 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 4 3 0 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 0 4 3 0 2 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 5 3 1 4 6420 9620 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
25 2 3 1983 2 25 38000 4 3 2 5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 4 3 2 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 41250 4 3 2 5 5820 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 37500 4 3 2 10 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
26 1 10 1980 1 28 1980 1 3 -4 5 -4 -4 -4 -4 -4 -4 -4 -4 -4 14250 1 3 -4 7 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 1 3 -4 7 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 7500 1 3 -4 2 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
27 1 5 1981 1 27 3500 4 3 2 4 7800 -4 -4 -4 -4 -4 -4 -4 -4 1750 4 3 2 2 -4 -4 -4 -4 -4 -4 -4 -4 -4 2750 5 3 3 1 4140 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 8000 5 3 3 3 7800 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
28 2 11 1983 1 25 32000 4 3 -4 7 2310 -4 -4 -4 -4 -4 -4 -4 -4 31750 3 3 1 7 2310 -4 -4 -4 -4 -4 -4 -4 -4 40500 3 3 1 6 2310 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 2 3 1 5 2010 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
29 2 1 1983 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
30 1 6 1981 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
31 1 7 1982 4 26 77300 4 3 -4 1 600 -4 -4 -4 -4 -4 -4 -4 -4 290810 4 3 -4 3 600 -4 -4 -4 -4 -4 -4 -4 -4 85500 4 3 -4 5 600 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 60000 1 3 -4 5 430 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
32 2 7 1981 4 27 -3 3 2 1 7 110 -4 -4 -4 -4 -4 -4 -4 -4 160000 3 2 1 7 110 730 110 -4 -4 -4 -4 -4 -4 167000 3 2 1 2 110 430 110 -4 -4 -4 -4 -4 -4 -4 -4 230000 3 2 1 0 430 110 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
33 2 12 1980 4 27 22800 4 3 -4 4 2720 410 -4 -4 -4 -4 -4 -4 -4 290810 4 3 -4 2 2720 410 -4 -4 -4 -4 -4 -4 -4 316618 4 3 -4 3 2720 410 -4 -4 -4 -4 -4 -4 -4 -4 -4 95000 6 3 2 1 2720 410 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
34 2 12 1984 4 23 7750 4 3 -4 4 4150 4760 4110 -4 -4 -4 -4 -4 -4 250 4 3 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 75000 4 3 -4 3 4920 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 4 3 -4 2 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
35 1 1 1983 4 25 -3 2 3 -4 2 1100 -4 -4 -4 -4 -4 -4 -4 -4 -3 2 3 -4 1 1100 -4 -4 -4 -4 -4 -4 -4 -4 -3 2 3 -4 7 1100 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 4 3 2 2 1100 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
36 2 8 1980 4 28 29250 4 3 2 8 -4 -4 -4 -4 -4 -4 -4 -4 -4 30500 3 3 2 4 -4 -4 -4 -4 -4 -4 -4 -4 -4 35250 3 2 2 2 4050 7160 -4 -4 -4 -4 -4 -4 -4 -4 0 39000 2 3 0 5 2010 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
37 2 11 1980 4 27 -3 3 3 -4 7 4550 -4 -4 -4 -4 -4 -4 -4 -4 290810 2 3 -4 3 4550 -4 -4 -4 -4 -4 -4 -4 -4 316618 4 3 -4 3 4550 -4 -4 -4 -4 -4 -4 -4 -4 -4 0 195000 2 3 -4 0 4550 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
38 2 9 1981 4 27 105750 2 3 -4 1 4550 2000 2200 -4 -4 -4 -4 -4 -4 110750 2 3 -4 2 4550 -4 -4 -4 -4 -4 -4 -4 -4 115750 4 3 -4 0 4550 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 149000 1 3 -4 2 4550 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
39 1 2 1980 2 28 92500 4 3 -4 0 2340 -4 -4 -4 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 86643 3 3 -4 2 2340 2340 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 3 3 -4 1 2340 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
40 2 5 1984 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
41 2 1 1983 4 25 37600 2 3 -4 0 4110 2140 -4 -4 -4 -4 -4 -4 -4 40000 1 3 -4 7 4110 4110 -4 -4 -4 -4 -4 -4 -4 45000 2 3 -4 0 4110 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 121829 2 3 -4 7 700 5700 4850 -4 -4 -4 -4 -4 -4 -4 -4 -4
42 1 8 1983 4 25 23083 4 3 -4 4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 4 3 -4 7 -4 -4 -4 -4 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
43 2 10 1981 1 27 53000 2 3 -4 5 4720 -4 -4 -4 -4 -4 -4 -4 -4 31076 1 3 -4 3 7750 4720 -4 -4 -4 -4 -4 -4 -4 0 1 3 -4 4 7750 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 2500 1 3 -4 3 4600 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
44 1 12 1981 2 26 38750 5 3 0 3 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 5 3 0 3 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 5 3 0 4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 50000 4 3 0 7 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
45 2 2 1984 1 24 7500 2 3 1 3 3600 -4 -4 -4 -4 -4 -4 -4 -4 19250 2 3 1 2 3600 -4 -4 -4 -4 -4 -4 -4 -4 4064 2 3 1 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 0 2 3 1 1 4610 3600 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
46 1 2 1984 1 24 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 16500 1 3 0 4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 0 1 3 0 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
47 2 9 1982 1 26 45000 2 3 -4 2 5810 -4 -4 -4 -4 -4 -4 -4 -4 71000 1 3 -4 2 5810 5620 5810 -4 -4 -4 -4 -4 -4 23250 2 3 1 7 5810 5620 -4 -4 -4 -4 -4 -4 -4 -4 -4 24200 3 3 2 0 3600 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
48 2 7 1983 1 25 65500 3 3 1 3 2010 5400 -4 -4 -4 -4 -4 -4 -4 95000 2 3 1 4 2010 -4 -4 -4 -4 -4 -4 -4 -4 -3 2 3 1 2 2010 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 61000 3 3 2 7 2010 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
49 2 12 1982 1 25 28600 4 3 2 1 3410 -4 -4 -4 -4 -4 -4 -4 -4 45500 4 3 2 4 3410 -4 -4 -4 -4 -4 -4 -4 -4 -3 5 3 3 2 3410 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 5 3 3 0 3410 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
50 2 2 1983 1 25 30200 2 3 1 0 5260 -4 -4 -4 -4 -4 -4 -4 -4 29750 2 3 1 1 5260 -4 -4 -4 -4 -4 -4 -4 -4 -3 2 3 1 1 5260 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 28000 2 3 1 3 2340 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
51 1 6 1980 1 28 65000 2 3 0 1 3920 -4 -4 -4 -4 -4 -4 -4 -4 64000 2 3 1 7 3920 -4 -4 -4 -4 -4 -4 -4 -4 133000 2 3 1 3 3920 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 35000 1 3 0 0 3920 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
52 1 12 1983 1 24 46000 7 3 1 6 4530 -4 -4 -4 -4 -4 -4 -4 -4 74637 7 3 1 4 4530 -4 -4 -4 -4 -4 -4 -4 -4 55000 3 3 1 4 5410 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 82000 5 2 3 4 5410 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
53 2 4 1984 1 24 87500 5 3 -4 4 3920 -4 -4 -4 -4 -4 -4 -4 -4 80000 4 3 -4 28 3920 -4 -4 -4 -4 -4 -4 -4 -4 86000 4 3 -4 7 3920 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 31000 1 3 -4 3 3920 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
54 2 12 1984 1 23 8000 3 3 2 1 2340 -4 -4 -4 -4 -4 -4 -4 -4 -3 3 3 2 3 3650 2340 -4 -4 -4 -4 -4 -4 -4 -3 5 3 2 13 3650 9640 -4 -4 -4 -4 -4 -4 -4 -4 -4 38000 5 3 4 5 3650 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
55 2 2 1981 2 27 61000 2 2 -4 1 3920 -4 -4 -4 -4 -4 -4 -4 -4 72000 2 2 -4 0 3920 -4 -4 -4 -4 -4 -4 -4 -4 69756 2 2 -4 2 3920 -4 -4 -4 -4 -4 -4 -4 -4 -4 0 55000 3 2 1 1 3920 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
56 2 2 1982 4 26 123301 2 3 -4 2 3230 3230 3230 -4 -4 -4 -4 -4 -4 120300 2 3 -4 0 3230 3230 -4 -4 -4 -4 -4 -4 -4 122450 3 3 1 5 3230 3230 -4 -4 -4 -4 -4 -4 -4 -4 -4 329331 6 3 2 7 3230 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
57 1 12 1982 1 25 55000 5 3 -4 3 3920 -4 -4 -4 -4 -4 -4 -4 -4 52000 5 3 -4 1 3920 -4 -4 -4 -4 -4 -4 -4 -4 25000 5 3 -4 1 3920 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 10000 5 3 -4 1 3920 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
58 1 11 1983 1 25 53000 4 3 -4 2 3800 -4 -4 -4 -4 -4 -4 -4 -4 87000 1 3 -4 6 3800 -4 -4 -4 -4 -4 -4 -4 -4 70000 1 3 -4 2 3800 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 65000 1 2 -4 0 3850 3800 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
59 2 4 1981 1 27 -3 3 3 -4 1 940 430 -4 -4 -4 -4 -4 -4 -4 -3 3 3 -4 0 4950 -4 -4 -4 -4 -4 -4 -4 -4 -3 3 3 -4 3 4540 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 21014 1 3 -4 7 4610 710 4030 -4 -4 -4 -4 -4 -4 -4 -4 -4
60 1 1 1984 4 24 108750 10 2 -4 3 3920 -4 -4 -4 -4 -4 -4 -4 -4 4000 1 2 -4 12 5510 -4 -4 -4 -4 -4 -4 -4 -4 -3 7 3 -4 5 5700 5510 -4 -4 -4 -4 -4 -4 -4 -4 -5 -3 1 3 -4 1 5700 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
61 2 5 1983 1 25 -3 7 3 1 3 5240 -4 -4 -4 -4 -4 -4 -4 -4 -3 5 3 1 3 5240 -4 -4 -4 -4 -4 -4 -4 -4 30005 2 3 1 1 5240 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 21966 2 2 1 1 4610 3650 3600 -4 -4 -4 -4 -4 -4 -4 -4 -4
62 1 3 1980 1 28 70000 2 4 -4 20 2630 -4 -4 -4 -4 -4 -4 -4 -4 62000 2 2 -4 3 2630 4700 -4 -4 -4 -4 -4 -4 -4 66000 2 2 -4 7 2630 2630 4700 -4 -4 -4 -4 -4 -4 -4 -4 70000 3 2 1 10 2630 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
63 2 10 1984 1 24 15250 4 4 2 7 -4 -4 -4 -4 -4 -4 -4 -4 -4 195500 5 2 2 12 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 6 2 3 4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 35000 6 3 3 12 5520 5550 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
64 1 3 1980 1 28 32000 3 3 0 0 3920 -4 -4 -4 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
65 1 4 1984 1 24 -3 4 2 -4 3 3600 -4 -4 -4 -4 -4 -4 -4 -4 55000 4 2 -4 2 3600 -4 -4 -4 -4 -4 -4 -4 -4 -3 4 2 -4 7 3600 -4 -4 -4 -4 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
66 1 10 1980 1 28 93000 4 3 -4 7 -4 -4 -4 -4 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
67 1 11 1980 1 28 -3 3 3 -3 -2 3620 -4 -4 -4 -4 -4 -4 -4 -4 -3 3 3 0 3 3620 -4 -4 -4 -4 -4 -4 -4 -4 0 3 3 0 3 2300 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 329331 1 3 0 5 2300 2200 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
68 1 1 1981 1 27 28690 1 3 -4 3 4760 -4 -4 -4 -4 -4 -4 -4 -4 -3 1 3 -4 0 9990 -4 -4 -4 -4 -4 -4 -4 -4 -3 1 3 -4 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 0 1 3 -4 7 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
69 2 7 1981 1 27 113000 2 2 -4 14 2010 -4 -4 -4 -4 -4 -4 -4 -4 117000 1 2 -4 8 2010 -4 -4 -4 -4 -4 -4 -4 -4 124000 1 2 -4 7 2010 2010 -4 -4 -4 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
70 1 8 1982 1 26 -3 1 3 -4 -2 2630 620 -4 -4 -4 -4 -4 -4 -4 75000 1 3 -4 -2 2630 620 -4 -4 -4 -4 -4 -4 -4 50000 1 3 -4 10 2630 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 3 2 1 1 2630 2630 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
71 1 1 1980 1 28 33000 2 3 -4 5 5860 -4 -4 -4 -4 -4 -4 -4 -4 68000 2 3 -4 5 5860 -4 -4 -4 -4 -4 -4 -4 -4 -3 1 3 -4 5 5860 -4 -4 -4 -4 -4 -4 -4 -4 -4 -5 35000 1 3 -4 0 5860 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
72 2 4 1982 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -3 1 3 -4 3 4720 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
73 1 10 1984 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
74 1 7 1983 4 25 -3 2 3 -4 6 2150 -4 -4 -4 -4 -4 -4 -4 -4 8750 2 3 -4 4 2140 2150 2150 -4 -4 -4 -4 -4 -4 5250 2 3 -4 5 2140 2150 -4 -4 -4 -4 -4 -4 -4 -4 -4 101750 1 3 -4 1 2100 2150 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
75 1 1 1982 4 26 30015 6 3 -4 0 5610 -4 -4 -4 -4 -4 -4 -4 -4 73500 6 3 -4 0 5610 -4 -4 -4 -4 -4 -4 -4 -4 53500 6 3 -4 5 5610 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 65000 7 3 -4 0 5260 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
76 1 1 1982 4 26 104400 6 3 -4 5 3850 -4 -4 -4 -4 -4 -4 -4 -4 160050 6 3 -4 10 3850 -4 -4 -4 -4 -4 -4 -4 -4 149100 6 3 -4 7 3850 -4 -4 -4 -4 -4 -4 -4 -4 -4 -5 108000 2 3 -4 0 3850 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
