"H40-CHRC-2","H40-CHRC-2A~Y","CASEID","SAMPLE_RACE","SAMPLE_SEX","C1DOB~Y","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH08","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH10","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH12","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH14","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH16","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH20","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH22"
0,-4,2781,3,2,1980,5160,-4,-4,-4,-4,1,0,2,2,98500,48,1,0,5160,-4,-4,-4,-4,1,0,2,2,102000,50,1,0,-4,-4,-4,-4,-4,3,4,2,2,85288,53,1,0,-4,-4,-4,-4,-4,1,0,1,2,79000,55,1,0,-4,-4,-4,-4,-4,3,1,2,2,85588,57,1,0,-4,-4,-4,-4,-4,-4,0,2,2,104504,61,1,0,-4,-4,-4,-4,-4,3,0,2,2,67540,63,1,0
0,-4,2782,3,1,1980,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7240,-4,-4,-4,-4,-4,-4,-4,2,35000,61,2,0,7240,-4,-4,-4,-4,3,1,2,2,-3,63,2,0
0,-4,2783,3,1,1984,210,9620,430,-4,-4,1,3,2,3,40000,46,1,1,9620,210,-4,-4,-4,3,0,2,3,80000,47,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9620,9620,210,-4,-4,4,4,2,3,86000,53,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7620,-4,-4,-4,-4,-4,-4,-4,2,72000,59,2,0,8310,-4,-4,-4,-4,4,0,2,2,64340,60,2,0
0,-4,2784,2,2,1985,-4,-4,-4,-4,-4,1,0,2,1,10176,45,1,0,-4,-4,-4,-4,-4,1,0,2,1,10992,47,1,0,-4,-4,-4,-4,-4,1,0,2,1,2400,49,1,0,4600,-4,-4,-4,-4,4,0,2,1,0,52,2,0,4600,-4,-4,-4,-4,1,0,2,2,-2,54,1,1,8740,-4,-4,-4,-4,-4,0,1,1,-3,57,2,0,-4,-4,-4,-4,-4,1,0,2,2,-3,59,2,0
1,1983,2785,3,2,1980,5160,2910,4600,-4,-4,1,0,2,3,33200,48,1,1,4600,2910,-4,-4,-4,1,0,2,2,44000,50,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,2786,3,1,1988,6320,-4,-4,-4,-4,3,1,1,2,115000,44,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,2787,3,1,1987,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,2788,3,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,2789,2,2,1978,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,2790,2,2,1985,2300,-4,-4,-4,-4,4,0,1,2,20000,49,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2300,-4,-4,-4,-4,4,2,2,2,17000,54,3,1,-4,-4,-4,-4,-4,4,0,1,2,20000,55,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,2791,2,1,1989,-4,-4,-4,-4,-4,4,0,2,3,18000,46,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,3,0,2,3,-1,51,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,2000,2792,2,2,1979,-4,-4,-4,-4,-4,1,0,2,2,7800,49,1,1,-4,-4,-4,-4,-4,1,2,2,4,19896,51,1,2,-4,-4,-4,-4,-4,1,1,2,4,12508,54,1,2,-4,-4,-4,-4,-4,1,2,2,4,11400,56,1,2,-4,-4,-4,-4,-4,1,2,1,5,9600,58,1,2,-4,-4,-4,-4,-4,1,2,1,4,9600,62,2,2,-4,-4,-4,-4,-4,3,1,2,4,10200,64,2,2
0,-4,2793,2,1,1980,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8220,-4,-4,-4,-4,3,1,1,1,-2,57,1,0,-4,-4,-4,-4,-4,3,-4,-4,1,9300,61,2,0,-4,-4,-4,-4,-4,3,4,2,1,9350,62,2,0
0,-4,2794,2,1,1981,8430,6260,-4,-4,-4,3,2,1,2,23000,45,3,1,8430,-4,-4,-4,-4,2,1,1,2,42320,47,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,2795,2,2,1978,4510,-4,-4,-4,-4,4,5,1,1,0,46,4,0,4510,-4,-4,-4,-4,1,0,1,1,0,48,3,0,-4,-4,-4,-4,-4,1,7,2,1,0,51,3,0,-4,-4,-4,-4,-4,1,1,1,1,9786,53,3,0,-4,-4,-4,-4,-4,1,1,2,1,10536,55,3,0,-4,-4,-4,-4,-4,1,1,2,1,-3,59,3,0,-4,-4,-4,-4,-4,1,3,2,1,-3,61,3,0
-4,-4,2796,2,2,1975,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,2797,2,1,1979,20,-4,-4,-4,-4,3,0,2,2,84000,49,3,0,20,-4,-4,-4,-4,3,0,2,2,63000,50,3,0,20,-4,-4,-4,-4,3,0,2,3,55000,53,3,0,20,-4,-4,-4,-4,3,2,2,2,48800,55,3,0,-4,-4,-4,-4,-4,3,2,2,2,73400,58,3,0,-4,-4,-4,-4,-4,-4,0,2,2,66400,61,3,0,-4,-4,-4,-4,-4,3,0,2,2,79000,63,3,0
0,-4,2798,2,1,-4,7260,-4,-4,-4,-4,4,1,2,1,25000,47,1,0,7260,-4,-4,-4,-4,4,2,2,1,2400,49,1,0,-4,-4,-4,-4,-4,4,2,2,1,13020,52,1,0,-4,-4,-4,-4,-4,3,1,2,1,14400,54,1,0,-4,-4,-4,-4,-4,3,1,2,1,15600,56,1,0,-4,-4,-4,-4,-4,-4,1,2,1,-3,60,2,0,-4,-4,-4,-4,-4,4,0,2,2,14400,62,2,0
-4,-4,2799,2,1,1981,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,2800,3,1,-4,850,850,-4,-4,-4,4,0,2,1,30000,46,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,2801,3,1,1981,430,-4,-4,-4,-4,4,7,2,2,96000,45,2,0,430,-4,-4,-4,-4,4,7,2,2,96000,47,2,0,710,-4,-4,-4,-4,4,5,2,1,55000,50,2,0,710,-4,-4,-4,-4,4,0,2,1,60500,52,2,0,710,-4,-4,-4,-4,4,0,2,1,64003,54,2,0,710,-4,-4,-4,-4,-4,0,2,1,68400,58,2,0,710,-4,-4,-4,-4,2,3,2,1,33000,60,2,0
0,-4,2802,3,1,1992,8640,-4,-4,-4,-4,4,2,1,1,66000,44,1,0,8640,-4,-4,-4,-4,4,1,1,1,65400,46,1,0,8640,-4,-4,-4,-4,4,10,2,3,91544,48,1,1,8640,-4,-4,-4,-4,4,6,2,3,-2,51,1,1,8640,-4,-4,-4,-4,4,15,2,2,-2,53,1,0,8640,-4,-4,-4,-4,-4,1,1,1,110000,57,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,2803,2,1,1979,-4,-4,-4,-4,-4,1,0,2,5,65060,46,1,3,7340,-4,-4,-4,-4,1,0,2,5,70000,48,1,3,7340,-4,-4,-4,-4,1,0,2,5,68000,51,1,3,7340,-4,-4,-4,-4,1,0,1,4,26720,53,1,2,-4,-4,-4,-4,-4,1,0,1,4,26000,55,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,2804,2,2,1990,230,-4,-4,-4,-4,1,0,2,4,141500,45,1,2,230,-4,-4,-4,-4,1,0,2,4,147000,47,1,2,230,-4,-4,-4,-4,1,1,2,4,148300,50,1,2,110,-4,-4,-4,-4,1,0,2,4,154000,52,1,2,110,-4,-4,-4,-4,1,0,2,2,173500,54,1,0,110,940,-4,-4,-4,-4,0,2,2,243400,58,2,0,110,940,-4,-4,-4,1,0,2,2,259600,60,2,0
0,-4,2805,2,1,1984,7130,-4,-4,-4,-4,1,1,2,4,94500,45,2,2,1100,-4,-4,-4,-4,1,0,2,4,-1,47,2,2,9610,-4,-4,-4,-4,3,0,2,4,-1,50,2,2,9130,9610,-4,-4,-4,1,0,1,3,-1,52,2,1,9130,9610,-4,-4,-4,1,1,2,2,-1,54,2,0,6260,-4,-4,-4,-4,-4,0,2,2,-3,58,2,0,6260,-4,-4,-4,-4,4,0,2,2,-3,60,2,0
1,1998,2806,3,2,-4,5000,-4,-4,-4,-4,1,2,2,1,40000,44,2,0,5000,-4,-4,-4,-4,1,0,2,1,40000,46,2,0,5000,-4,-4,-4,-4,1,4,2,1,39020,49,2,0,3130,-4,-4,-4,-4,1,1,2,1,41000,51,2,0,3130,-4,-4,-4,-4,1,1,2,1,50500,53,2,0,420,3130,-4,-4,-4,-4,1,2,1,40000,57,3,0,420,-4,-4,-4,-4,1,0,2,1,40000,59,1,0
0,-4,2807,3,1,1982,9720,6000,-4,-4,-4,1,7,2,3,45700,45,1,1,9720,-4,-4,-4,-4,3,1,1,3,65000,47,1,1,9720,-4,-4,-4,-4,3,1,1,3,35000,49,1,1,9720,-4,-4,-4,-4,1,7,2,3,45000,51,1,1,9720,-4,-4,-4,-4,3,1,1,3,40000,53,1,1,9720,-4,-4,-4,-4,-4,-4,-4,1,20000,58,2,0,-4,-4,-4,-4,-4,3,0,2,1,0,59,2,0
0,-4,2808,3,2,1983,4600,-4,-4,-4,-4,1,0,2,4,32200,43,1,2,-4,-4,-4,-4,-4,4,5,2,4,33320,45,1,2,4230,-4,-4,-4,-4,1,2,2,4,63920,48,1,2,9130,-4,4230,-4,-4,1,3,2,4,-2,50,1,2,4110,-4,-4,-4,-4,1,7,2,3,70000,52,1,1,4110,-4,-4,-4,-4,-4,-4,-4,2,57000,56,2,0,4110,-4,-4,-4,-4,1,0,2,2,-3,58,2,0
0,-4,2809,3,2,1980,5120,-4,-4,-4,-4,1,0,2,2,144252,47,4,0,5120,-4,-4,-4,-4,1,0,2,2,172000,49,3,0,-4,-4,-4,-4,-4,1,0,2,2,2000,52,3,0,800,-4,-4,-4,-4,1,0,2,2,120000,54,3,0,800,-4,-4,-4,-4,3,0,2,2,348000,56,3,0,-4,-4,-4,-4,-4,-4,0,2,2,125000,60,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,2810,3,2,1996,4760,-4,-4,-4,-4,1,2,2,3,147000,45,1,1,-4,-4,-4,-4,-4,1,1,2,3,135800,47,1,1,5160,-4,-4,-4,-4,1,2,2,3,80000,50,1,1,5160,-4,-4,-4,-4,1,2,2,3,65000,52,1,1,5160,-4,-4,-4,-4,1,2,2,3,57000,54,1,1,5160,-4,-4,-4,-4,-4,2,2,3,62000,58,2,1,5160,-4,-4,-4,-4,1,0,2,2,92000,60,2,0
1,2000,2811,3,1,1992,5000,-4,-4,-4,-4,1,0,2,4,70000,44,1,2,6320,-4,-4,-4,-4,3,4,2,4,-2,46,1,2,-4,-4,-4,-4,-4,3,0,2,3,47022,49,1,1,-4,-4,-4,-4,-4,1,2,2,2,48686,51,1,0,-4,-4,-4,-4,-4,1,2,2,2,69500,53,1,0,-4,-4,-4,-4,-4,-4,1,2,2,73000,57,2,0,-4,-4,-4,-4,-4,3,2,2,2,68000,59,2,0
-4,-4,2812,3,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,2813,3,1,1974,200,-4,-4,-4,-4,3,0,2,4,102000,48,1,1,200,-4,-4,-4,-4,3,0,2,3,72400,50,1,0,200,-4,-4,-4,-4,3,0,2,2,82000,53,1,0,200,-4,-4,-4,-4,4,0,2,2,85000,55,1,0,200,-4,-4,-4,-4,4,0,1,2,87000,57,1,0,200,-4,-4,-4,-4,-4,-4,-4,2,120000,61,1,0,200,-4,-4,-4,-4,3,0,2,2,-3,63,1,0
0,-4,2814,3,2,1987,350,-4,-4,-4,-4,4,1,2,4,454737,46,1,2,10,350,-4,-4,-4,3,0,2,4,440692,49,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10,10,-4,-4,-4,-4,-4,-4,2,300100,60,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,2815,3,1,1987,5240,-4,-4,-4,-4,4,14,2,4,73000,43,1,2,5700,3920,-4,-4,-4,4,2,1,4,72000,45,1,2,5240,5700,-4,-4,-4,4,2,1,3,86000,48,1,1,5240,-4,-4,-4,-4,4,14,2,3,71000,50,1,1,5240,-4,-4,-4,-4,4,14,2,3,75000,52,1,1,4760,5240,-4,-4,-4,-4,-4,-4,2,-3,56,2,0,4710,-4,-4,-4,-4,4,7,2,2,41000,58,2,0
0,-4,2816,3,1,-4,8960,-4,-4,-4,-4,3,2,2,3,-2,47,1,0,8960,-4,-4,-4,-4,3,1,2,3,115000,49,1,0,8960,-4,-4,-4,-4,3,1,2,5,156500,52,1,3,8960,-4,-4,-4,-4,3,1,2,5,170000,54,1,3,8960,-4,-4,-4,-4,3,2,2,5,213000,56,1,3,8960,-4,-4,-4,-4,-4,-4,-4,4,154000,60,1,2,8960,-4,-4,-4,-4,3,0,2,4,163800,62,1,2
0,-4,2817,3,2,1980,-4,-4,-4,-4,-4,3,3,1,2,156000,44,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,3,4,1,2,30000,49,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,3,2,1,2,-2,53,1,0,-4,-4,-4,-4,-4,-4,-4,-4,2,-3,57,1,0,-4,-4,-4,-4,-4,3,2,1,2,23076,59,1,0
0,-4,2818,3,2,1986,530,530,150,-4,-4,4,7,2,4,68900,44,1,2,530,530,-4,-4,-4,4,5,2,4,118500,45,1,2,530,530,-4,-4,-4,4,1,1,2,168000,49,1,0,530,-4,-4,-4,-4,4,1,1,2,196000,51,1,0,530,-4,-4,-4,-4,4,5,2,2,190000,52,1,0,-4,-4,-4,-4,-4,-4,-4,-4,2,188200,56,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,2819,3,2,1979,120,-4,-4,-4,-4,4,0,1,2,-1,49,1,0,5240,-4,-4,-4,-4,1,0,2,2,86000,51,1,0,6050,5240,-4,-4,-4,3,0,2,2,0,54,1,0,6050,-4,-4,-4,-4,1,0,2,2,-1,56,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6050,-4,-4,-4,-4,3,0,2,2,0,64,2,0
0,-4,2820,3,1,1988,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,2821,3,1,1983,5120,-4,-4,-4,-4,3,0,2,2,-2,51,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,120,-4,-4,-4,-4,1,0,2,2,190500,65,2,0
-4,-4,2822,1,2,1973,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,2823,3,2,1984,3160,-4,-4,-4,-4,1,0,2,3,-2,47,2,1,4610,3160,-4,-4,-4,3,0,2,2,-2,49,2,0,4610,3160,-4,-4,-4,4,0,1,3,210800,52,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,2824,3,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3130,3130,3130,3130,3130,1,0,2,2,95000,59,2,0
-4,-4,2825,3,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3610,3610,3640,3610,3640,3,0,2,1,56000,53,2,0,3610,-4,-4,-4,-4,-4,-4,-4,2,89250,57,3,0,3610,-4,-4,-4,-4,3,0,2,1,118120,59,2,0
0,-4,2826,3,2,1989,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,2827,3,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,2828,3,2,1979,5860,3600,-4,-4,-4,1,0,1,2,40000,47,3,1,5400,3600,5860,3600,-4,1,3,1,2,60000,48,3,1,3600,3600,3600,5400,-4,1,0,2,2,47000,52,3,1,3600,3600,3600,-4,-4,4,0,2,4,5000,53,2,2,3600,3600,3600,-4,-4,1,3,2,4,36200,55,2,2,3600,3600,-4,-4,-4,-4,2,2,4,67000,59,2,3,5700,620,-4,-4,-4,1,0,2,3,46000,61,2,2
0,-4,2829,3,2,1988,1360,5800,-4,-4,-4,1,5,2,5,121980,44,2,2,1020,-4,-4,-4,-4,1,1,1,5,-2,46,2,2,1020,-4,-4,-4,-4,1,5,2,4,93700,49,3,2,-4,-4,-4,-4,-4,1,7,2,4,146000,51,3,2,-4,-4,-4,-4,-4,1,7,2,3,115620,53,3,1,-4,-4,-4,-4,-4,1,2,2,3,140000,57,3,1,-4,-4,-4,-4,-4,1,3,2,3,172400,59,3,1
