"PUBID","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH"
6803,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6804,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6805,-4,-4,-4,-4,-4,1,1,1,1,2,2,2,2,2,2,2,2
6806,-4,-4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
6807,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2
6808,-4,1,1,1,1,1,1,-5,-5,1,2,2,2,2,2,2,2
6809,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,3,3
6810,-4,-4,-4,1,2,2,2,2,-5,2,2,2,2,2,2,2,2
6811,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6812,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,2,2,2
6813,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,1,1,1,-5,-5
6814,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6815,-4,-4,-4,-4,1,1,1,2,2,2,2,2,2,2,2,2,2
6816,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2,3
6817,-4,-4,-4,-4,-4,-5,1,-5,-5,1,1,1,1,2,3,3,3
6818,-4,1,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4
6819,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,2,2,3,3,-5
6820,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2,2,2,2
6821,-4,-4,-4,1,1,1,1,1,2,2,2,0,1,1,1,0,2
6822,-4,-4,1,1,2,2,2,3,2,3,4,5,5,5,5,5,5
6823,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2,2,2,2,2
6824,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6825,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2
6826,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6827,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,1,0,0
6828,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6829,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6830,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2,2,3,3
6831,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
6832,-4,1,1,1,1,1,1,1,1,1,1,-5,1,2,2,2,2
6833,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-5,-5
6834,-4,-4,1,1,1,-5,-5,1,1,1,1,1,1,1,1,-5,0
6835,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2,2,2,2
6836,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0
6837,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-5,-5
6838,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
6839,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6840,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6841,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1
6842,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1,2
6843,-4,-4,0,0,0,1,0,-3,0,-3,0,0,0,-5,-5,-5,0
6844,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1
6845,-4,-4,-4,-5,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4
6846,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6847,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6848,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-5,-5,-5,-5,-5
6849,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6850,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,1,2
6851,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
6852,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,1,2,2,2,2,2,2
6853,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6854,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,1
6855,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5
6856,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,2,2,3,3,-5,4
6857,-4,-5,-4,-4,-4,-5,-5,-4,-5,-5,-5,-5,2,2,2,-5,-5
6858,-4,-5,-5,-5,-5,-5,1,1,1,-5,-5,2,2,2,2,-5,-5
6859,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2,2,2,2,2
6860,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6861,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6862,-4,-4,-4,-5,-4,-5,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4
6863,-4,-4,-4,-4,-4,-4,2,2,2,0,0,0,0,0,0,1,1
6864,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-5,-5,-5,-4,-4,-5,1
6865,-4,-4,-4,-4,-4,-4,-4,-5,1,0,0,0,0,0,0,0,0
6866,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1,1
6867,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6868,1,1,2,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6869,-4,-4,-5,-5,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6870,-4,-4,-4,-4,-5,-4,-5,-4,-4,-4,0,0,0,0,0,0,0
6871,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1,1,1,1,1,1,2
6872,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,0,0,0,0,0
6873,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2,-5,-5,0,-5
6874,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
6875,-4,-4,-4,-4,-4,0,0,1,-5,2,3,2,-5,3,3,2,-5
6876,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
6877,-4,-4,0,0,-5,-5,-5,-5,-5,-5,1,-5,0,1,0,0,-5
6878,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0,-5,0,-3,0
6879,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,0,0,-3,0,0,0
6880,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6881,-4,-4,1,1,1,1,1,2,2,2,2,2,2,2,3,3,4
6882,-4,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3
6883,-4,-4,-4,-4,1,1,2,2,2,2,2,3,4,4,4,4,4
6884,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6885,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6886,-4,-4,-4,-4,-4,-4,-4,-4,1,0,0,1,1,1,1,1,0
6887,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
6888,-4,-4,-4,-4,-4,-4,-4,0,1,1,-5,0,0,0,0,1,2
6889,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2
6890,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,2
6891,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6892,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4
6893,-4,-4,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4
6894,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,1,1
6895,-4,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
6896,-4,1,1,2,2,2,2,2,2,2,1,3,3,3,3,4,4
6897,-4,-4,-4,-4,1,1,1,1,1,1,2,3,3,3,3,-5,-5
6898,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6899,-4,-4,-4,-5,-5,-5,-5,-4,-4,-4,0,0,-5,0,0,0,-5
6900,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1
6901,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4
6902,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,-5
6903,-4,-5,-4,1,1,-5,-5,0,-3,-3,-5,0,-3,0,0,-5,0
6904,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1,0,1,1,0,0
6905,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2,2,2,2,2,2
6906,-4,-4,-4,-4,1,1,1,1,1,2,2,3,3,4,4,4,0
6907,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4
6908,-4,-4,-4,-5,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6909,-4,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
6910,-4,-4,-4,-4,-5,-4,-4,-4,-4,0,0,1,1,1,2,-5,3
6911,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6912,-4,-4,-4,-5,1,0,0,0,0,0,0,1,1,0,0,1,1
6913,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,2
6914,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5
6915,-4,-4,-4,-5,-4,-5,-5,-5,-5,-5,-4,-5,-5,-4,-4,-4,-5
6916,-3,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4
6917,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1,1,1,1,2
6918,-4,-4,-5,0,0,0,2,0,2,0,0,1,0,0,0,0,0
6919,-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-5
6920,-4,-4,-4,1,2,2,2,2,2,2,2,2,2,2,2,2,2
6921,-4,-4,-4,-4,-4,-5,-5,-5,1,1,1,1,1,1,1,-5,-5
6922,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-4,-5,-5,-5
6923,-4,-4,-4,-5,1,1,1,2,3,3,-5,3,3,3,3,4,4
6924,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6925,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,2,2,3
6926,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4
6927,-4,-4,-4,-4,-5,-4,-4,-4,1,1,1,2,2,2,2,3,3
6928,-4,-4,-4,-4,-4,-4,1,0,0,0,0,0,0,0,0,0,1
6929,-4,-4,-4,-4,-4,0,1,0,0,0,0,0,1,1,0,1,0
6930,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6931,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5
6932,-4,-5,-4,1,1,2,0,0,0,0,3,-5,3,-5,1,2,2
6933,-4,-4,-4,-5,1,1,2,2,2,2,2,2,2,2,2,-5,-5
6934,-4,-4,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6935,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,-5,-5,-5,-5,-5
6936,-4,-4,-4,1,1,2,2,2,2,2,2,2,2,3,3,3,-5
6937,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6938,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1
6939,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4
6940,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6941,-4,-4,-5,-5,-5,-5,-5,-4,-4,-4,-4,1,1,1,1,1,1
6942,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2
6943,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,1,1,1,-5,2,2
6944,-4,-4,-4,1,1,1,1,1,1,2,2,2,2,2,2,2,3
6945,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6946,-4,-5,-5,-5,-5,3,0,3,3,3,3,3,3,3,3,3,3
6947,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5
6948,-4,-5,-5,-5,-5,-5,-5,-4,-5,-4,-5,-4,-4,-4,-4,-4,-4
6949,-4,-4,-4,-4,-4,-4,1,1,1,1,1,2,2,2,2,2,2
6950,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,3
6951,-4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
6952,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6953,-4,-4,-5,-4,-4,-4,-4,-4,-5,-4,-4,-5,-5,-5,-5,1,1
6954,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6956,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2
6957,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-4,-4,-5,-4,-5,-5
6958,-4,-4,-4,-5,-5,0,0,-5,0,0,0,-5,-5,-5,-5,-5,0
6959,-4,-4,-4,-4,-5,-4,-4,0,1,0,0,0,0,0,0,0,0
6960,-4,-4,-4,-4,-5,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,1,-5
6961,-4,-4,0,-3,-3,0,0,1,2,2,0,3,0,3,3,0,3
6962,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6963,-4,-4,-4,-5,-4,-5,-5,-4,-5,0,-5,-5,-5,0,0,0,0
6964,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6965,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,3
6966,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0
6967,-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
6968,-4,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,-5
6969,-4,-4,-4,-4,-4,-5,-4,1,1,1,1,1,1,0,0,0,0
6970,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-5,-5
6971,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2
6972,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5
6973,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5
6974,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1
6975,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6976,-4,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
6977,-4,1,1,2,0,0,-5,-5,0,0,-5,0,1,1,1,1,1
6978,-4,-4,-4,-4,1,1,1,1,1,2,2,2,2,3,3,3,3
6979,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,2,2
6980,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,2,2
6981,-4,-4,-4,-4,-4,-4,-4,-4,2,2,2,2,2,2,2,2,2
6982,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6983,-4,-4,2,2,0,0,-5,-5,0,0,0,0,0,0,2,0,0
6984,-4,-4,-5,-4,1,1,-5,-5,1,1,1,1,1,1,1,-5,0
6985,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
6986,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1
6987,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,1
6988,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6989,-4,-4,1,1,2,2,2,2,2,2,2,2,2,3,4,4,4
6990,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6991,-4,-4,-4,-4,-4,1,1,1,1,0,1,2,2,3,4,3,4
6992,-4,-4,-5,-5,-5,-5,-5,-5,0,0,-5,-5,-5,-5,-5,-5,-5
6993,-4,-5,-5,-5,-5,2,2,2,2,0,0,0,0,0,0,-5,-5
6994,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,1,1
6995,-4,-4,-4,-4,-5,-4,-4,-5,-4,-5,-4,-5,-4,1,1,1,0
6996,-4,-4,-4,-4,-4,-4,-5,1,-5,1,1,2,2,2,2,2,-5
6997,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,0,0,-5,0,-5,-5,0
6998,-4,-4,-4,-4,-4,-4,-5,-4,-5,-5,-5,-4,-4,-4,-4,-5,-4
6999,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7000,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7001,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,3,3
7002,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7003,-4,-4,-4,-4,-4,-4,-5,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4
7004,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2,2,2,2,2
7005,-4,-4,-4,-4,-4,-4,-4,0,1,-5,-5,-5,-5,-5,-5,0,0
7006,-4,-4,-4,1,-5,-5,-5,2,-5,-5,3,-5,-5,-5,3,-5,3
7007,-4,-4,-4,-4,-4,-4,-5,1,-5,-5,-5,-5,-5,-5,-5,2,2
7008,-4,-5,-5,-5,-5,-5,-5,1,1,1,1,1,2,2,3,3,3
7009,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5
7010,-4,-4,-4,-4,-5,-5,-5,-4,-5,1,1,1,1,1,1,1,1
7011,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-5,2
7012,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7013,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7014,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,1
7015,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2,2,2,2
7016,-4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
7017,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7018,-4,-4,-4,-4,-5,1,2,2,2,2,2,2,3,3,3,5,5
7019,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,2,2,2,3,0
7020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7021,-4,-4,-4,-4,1,1,1,1,2,2,2,2,2,2,2,2,3
7022,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7023,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7024,-4,-4,-4,1,1,1,-3,2,2,2,2,2,2,2,2,2,2
7025,-4,-4,-4,-4,0,0,-3,-5,0,0,0,0,-5,0,0,0,0
7026,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
7027,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7028,-4,-4,-4,-4,-4,-4,0,-5,1,2,2,2,2,2,2,2,0
7029,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7030,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1,1,1,2,3
7031,-4,-4,-4,-4,-4,1,1,0,2,2,2,1,1,1,2,1,3
7032,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7033,-4,-4,-4,-4,-4,-5,-5,-5,-4,-5,-5,-5,-5,-4,-4,-5,-5
7034,-4,-4,-5,1,-5,1,1,1,1,1,-5,1,1,1,1,2,-5
7035,-4,-4,-4,-4,1,1,-3,2,2,0,0,2,-5,0,-5,0,2
7036,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,1
7037,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7038,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7039,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0
7040,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7041,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-5,1
7042,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1
7043,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-4,-5,-5,-5,-5
7044,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2,2
7045,-4,-4,-4,-4,-4,-4,-4,0,0,-5,1,0,0,1,0,0,0
7046,-4,-4,-4,-4,-4,-4,-4,0,0,1,1,1,1,0,0,0,0
7047,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,0,0,0,0,0
7048,-4,-4,-4,-4,-4,1,1,1,-5,-5,-5,2,2,2,2,2,2
7049,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,1,1,0,0,-5,-5
7050,-4,-4,-4,-4,-4,1,1,1,1,2,-5,-5,-5,-5,-5,3,-5
7051,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-5,-5,-5,-5
7052,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2
7053,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5
7054,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5
7055,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7056,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7057,-4,-4,-4,-4,-4,1,1,1,2,2,2,2,2,2,2,2,2
7058,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-5,1,1,-5,-5,1,-5
7059,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7060,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-5,-5
7061,-4,-4,-4,-4,-4,-4,1,1,1,2,3,3,3,3,4,4,4
7062,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7063,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
7064,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-4,-4,1,1,1,1
7065,-4,-4,-4,-4,-4,-4,1,0,0,0,0,-5,0,0,1,0,0
7066,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,2,2,2,2
7067,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7068,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7069,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1
7070,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,2,2,2
7071,-4,-4,-4,-4,-4,-4,-5,0,-5,-5,-5,-5,2,2,2,2,2
7072,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,2,2,2,2
7073,-4,-4,-4,-4,1,1,1,1,1,1,2,2,2,2,2,2,2
7074,-4,-4,-5,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-4,-5,-5
7075,-4,-4,-4,-4,-4,1,1,1,1,1,1,2,2,2,2,2,-5
7076,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7077,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1
7078,-4,-4,-4,-4,-4,-4,-4,-4,1,2,-5,2,3,3,4,4,4
7079,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5
7080,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-4,1
7081,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4
7082,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7083,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7084,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,2,2,2,-5,-5
