"PUBID","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH"
898,-4,-4,-4,-4,-5,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
899,-4,-4,-4,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5
900,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5
901,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
902,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-5,-5,-5,-5
903,-4,-4,-4,-5,-5,-4,-4,0,-5,-5,-5,-5,3,-5,4,4,5
904,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,2,2,2,2,2,2,2
905,-4,-4,-4,-4,-4,-4,-5,1,1,1,2,-5,2,2,2,2,2
906,-4,-4,-4,-4,-4,-4,-5,1,-5,-5,2,2,2,2,2,3,4
907,-4,-4,-4,-4,-4,1,1,1,1,1,-5,1,1,-5,1,1,2
908,-4,-4,-4,-4,-4,-4,1,0,1,0,-5,0,0,0,0,0,0
909,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,0,0,0,0,0,0
910,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
911,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5
912,-4,-4,-4,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4
913,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2
914,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5
915,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
916,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
917,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,1,1
918,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
919,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
920,-4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-5,-5,-5,-5,-5,1
921,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4
922,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
923,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2,3
924,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
925,-4,1,2,2,-5,-5,2,2,-5,-5,-5,-5,2,-5,2,-5,-5
926,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,3,-5
927,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0
928,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-5,-5,-4,-5
929,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
930,-4,-4,-4,-4,-4,1,1,1,1,1,1,2,2,2,2,3,3
931,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
932,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
933,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
934,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
935,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
936,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
937,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
938,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
939,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2
940,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
941,-4,-4,-4,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
942,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-5,-5,-4,-5,-5
943,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
944,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-4,-5,-5,-5,-5,-5
945,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,3,3
946,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
947,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
948,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5
949,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5
950,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5
951,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-4,-4,1,2,-5,3
952,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5
953,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4
954,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-5,1,-5
955,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
956,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
957,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
958,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4
959,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
960,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
961,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
962,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
963,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
964,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
965,-4,-4,-4,-5,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
966,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4
967,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
968,-4,-4,-4,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,1,2
969,-4,-4,-4,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4
970,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
971,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
972,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
973,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
974,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
975,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,1,2,2,2,3,3
976,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2,2,2,2,3,3
977,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5
978,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
979,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
980,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
981,-4,-4,-5,-5,-4,-5,-5,-5,-4,-4,-4,-4,-4,-5,-4,-4,-4
982,-4,-4,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5
983,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2,3,3,3
984,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2
985,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
986,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1,1,2
987,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,1
988,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
989,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
990,-4,-4,-5,-4,-5,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,1
991,-4,-4,-4,-5,-5,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-5,-5
992,-4,-4,-4,-4,-4,1,1,1,1,0,1,2,3,4,4,4,4
993,-4,-5,-4,1,1,1,-5,1,1,1,1,1,1,1,1,2,2
994,-4,-5,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2
995,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
996,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1
997,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
998,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
999,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,1
1000,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1001,-4,-4,-5,-4,-5,-4,-4,-5,-5,-5,-4,-4,-5,-5,-5,-5,-5
1002,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1003,-4,-4,-4,-4,-4,-4,-4,1,2,2,2,2,2,2,2,2,2
1004,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1
1005,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1006,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1007,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-5,1
1008,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1009,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,2,2,2,2,2
1010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2,-5,2
1011,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1
1012,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1
1013,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1014,-4,-4,-4,-4,-5,-4,-5,-4,-4,-4,-4,-4,-5,-4,-5,-4,-5
1015,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1016,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-4,-5
1017,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1018,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2,2,3,3
1019,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1021,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1022,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1023,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
1024,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1025,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1026,-4,-4,-4,-4,-4,-4,1,2,2,-5,2,2,0,0,1,3,1
1027,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1028,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5
1029,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2,3,3
1030,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1031,-4,-5,-5,-4,-5,1,1,1,1,1,1,1,3,3,3,3,3
1032,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1033,-4,-4,-4,1,0,0,0,1,2,2,2,2,2,2,2,2,2
1034,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-5,-4
1035,-4,1,-5,-5,-5,-5,-5,2,2,-5,-5,2,2,2,2,2,2
1036,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-5,-4
1037,-4,-4,-4,-4,-4,0,0,0,2,0,0,3,0,3,3,3,3
1038,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,-4,-4,-4,-4,-4,-4,-4,2,2,2,2,2,2,0,2,1,3
1040,-4,-5,1,1,-5,-5,1,1,2,2,2,2,2,2,2,2,2
1041,-4,-4,-4,-4,0,0,0,0,0,0,0,0,1,0,0,0,0
1042,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
1043,-4,-4,-4,-4,-4,-5,-4,-5,-5,-5,-5,-5,1,1,-5,-5,-5
1044,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0
1045,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1
1046,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1047,-4,1,1,-5,-5,2,2,2,4,4,4,4,4,4,4,4,4
1048,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1
1049,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,1,1,1,2,3
1050,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,1,1,1,1,1,1,1
1051,-4,-4,-4,0,-5,-5,-3,-5,0,-5,-5,-5,-5,0,-5,-5,-5
1052,-4,-5,-5,-5,-5,1,1,1,1,2,2,2,2,2,2,2,-5
1053,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1054,-4,-4,-4,-4,1,1,1,1,2,2,3,3,3,3,3,3,3
1055,-4,-4,-4,-4,-5,0,1,1,1,2,1,1,1,1,3,3,3
1056,-4,-4,-4,2,2,2,2,3,3,3,3,3,3,3,3,3,3
1057,-4,-4,-4,-4,1,1,1,1,2,3,3,3,3,3,3,3,3
1058,-4,-4,-4,-4,-4,-4,-4,0,-5,-5,-5,-5,0,0,-5,-5,-5
1059,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1060,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1061,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-5,-5,-5
1062,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,1,1
1063,-4,-5,-5,-4,-4,-4,-4,-5,-5,0,0,-5,-5,0,0,0,0
1064,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1065,-4,-4,-5,-4,-5,-5,-5,-5,-5,0,0,0,0,1,0,0,0
1066,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1067,-4,-4,-4,-4,1,1,1,2,2,2,2,1,3,3,3,2,3
1068,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1,1,0,2,0
1069,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1070,-4,-4,-4,-4,-4,1,1,1,1,1,-5,-5,-5,-5,1,1,-5
1071,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2
1072,-4,-4,-4,-4,-4,-4,-4,-4,1,2,1,1,1,2,2,3,0
1073,-4,-4,-4,-4,-4,-5,-5,-4,-5,-5,-5,-4,-5,-5,-5,-5,-5
1074,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1075,-4,-4,-4,-4,-4,-4,1,1,1,1,2,2,2,2,2,2,-5
1076,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5
1077,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5
1078,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5
1079,-4,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1080,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4
1081,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4
1082,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1083,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,2,-5,-5,-5,-5
1084,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,1,1,1
1085,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1086,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4
1087,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2,2,3
1088,-4,-4,-4,-4,-5,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
1089,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1090,-4,-4,-4,-5,-5,-5,1,1,1,1,1,1,2,2,2,-5,-5
1091,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2
1092,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1
1093,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1094,-4,-5,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1095,-4,-5,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2
1096,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1097,-4,-4,-4,-4,0,0,1,1,0,1,0,0,0,0,0,0,0
1098,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1,1
1099,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
1100,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,2,2,2,3,3,3
1101,-4,2,1,0,2,2,2,2,1,0,0,0,0,1,1,1,0
1102,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,2,2,2
1103,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1
1104,-4,-5,-4,-4,-4,-4,-4,-4,-5,-5,-5,1,1,-5,2,2,-5
1105,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-4,-4,-4,1
1106,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1107,-4,-4,-4,-4,1,1,1,1,1,2,2,0,0,0,0,0,2
1108,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,3
1109,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2
1110,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1111,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1112,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,1,1
1113,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1114,-4,-4,-4,-4,1,1,1,1,1,1,-5,1,-5,-5,-5,2,-5
1115,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-5,-5,-5
1116,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2
1117,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1118,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1119,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1120,-4,0,0,-4,-4,-4,-5,-4,-4,-5,-5,-5,-4,-4,-5,-5,-5
1121,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
1122,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,-5,-5,-5
1123,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1124,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1125,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4
1126,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,2,2,2,3
1127,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,2,2,2,2,2,2
1128,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1129,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,2,2
1130,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1131,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1132,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,1,1,2,2
1133,-4,-4,-4,-4,-4,-4,1,-5,-5,1,2,2,3,3,3,3,3
1134,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-5,-4,-5,-5,-5,-5,-5
1135,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1136,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1137,-4,-4,-5,-4,-4,-4,-5,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5
1138,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-5,-5,-4,-4,-4,-5,-4
1139,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1140,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1141,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
1142,-4,-4,-4,-4,-5,-4,-4,-4,-5,-4,0,0,0,0,0,1,1
1143,-4,-4,-4,-4,-4,-4,-4,1,2,2,2,2,2,2,2,2,2
1144,-4,-4,-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1145,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1,1
1146,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1147,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2,2
1149,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1150,-4,-4,-4,-4,-5,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4
1151,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-5,-4,-4,-4,1
1152,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,2,2
1153,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1154,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2
1155,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,3
1156,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-4,-5,-5,-4,-4,-5,-5
1157,-4,-4,-4,-4,-4,-4,-5,-5,1,-5,1,-5,1,0,0,-5,-5
1158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2
1159,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1160,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4
1161,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1162,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-5,-5
1163,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2
1164,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,1,2
1165,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-5,-5,-4,1,2
1166,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-5,-5,-5
1167,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2,3,3
1168,-4,-5,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1169,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
